5566542	30
567	20
35870	63
26372	5
2766309	75
5779245	45
4835028	37
969	78
9887706	31
523	63
604	68
316037720	57
800	77
8423	69
32273	95
4750975	61
84171	60
7	68
36408	33
10	21
671	71
4	63
2	56
7828482	78
76432	56
8	25
64966	37
978447278	90
554	30
655892176	24
9728265	67
2732906	41
34	81
50020945	27
849	33
8	78
5408451	82
286515989	30
954263	52
5	75
71697	91
1	1
483	5
56018	52
76627	81
10	97
850973244	81
6	59
95162742	89
908128520	44
77573	78
835102	4
6674318	94
7478814	65
239988921	28
586844724	6
825406734	88
83070	55
261490384	87
4	88
932	27
20700015	61
84034	52
6710581	4
3	87
58165	47
96355	39
1	27
159	92
76755	18
25248	26
3443599	90
6941514	66
394620822	100
60320	26
90324	84
8842330	66
545	65
98504	83
902	83
88250	47
4	95
578	38
797	15
95871	54
3892373	51
10	78
4	85
3	85
86209	20
5	15
50267	99
41554	96
666	45
9866461	39
1	54
9844485	96
268624377	74
725	92
602	37
26956	71
32400	45
284013595	27
51527	42
661521041	22
1	8
2	44
17922	39
9	57
9173718	37
305	48
7167048	61
9013617	26
596	87
196	92
6	29
349	85
5	88
4523015	27
34588	97
192	33
4006871	97
52570	55
1718211	4
10	17
456866923	3
8	52
26127	30
813	30
155	24
226	41
279	2
37911	65
499732285	58
9835512	81
31742	87
4	56
54701	66
1	37
843	43
5	32
8240855	12
434170509	54
421301	7
809918	23
4543357	5
204	42
438458572	98
33282	84
633313954	47
625541166	97
786900519	49
382	74
4606914	20
42191	53
1	38
5986447	13
660	63
5655274	27
9	39
797951485	47
10	96
10	62
501	61
167349131	52
2	87
995879695	85
8649	21
161	7
5	13
7	51
67074	55
676	20
807526973	66
376	79
218	61
490453428	13
268767411	76
25217	98
4	16
661	86
33091	46
10	64
724639	84
871	42
5940	87
62494	66
8266389	44
192951509	15
1201	48
8	27
5	42
413	89
309	7
891106128	8
330	7
5961632	56
3597663	66
61062	5
2389389	6
970851175	38
8870289	2
1	79
639782395	51
65855	3
1538	52
3	57
4927961	22
3	96
934	44
36966	73
580089838	52
8	39
7	47
10	95
52707	1
480478771	7
6075748	11
664886886	60
83868575	53
3442397	90
3433	18
2	43
4295999	84
668	30
673241831	41
415607993	27
40863	83
8542199	44
1	90
526146501	11
703	81
454244265	56
6	42
931	78
1	14
776834427	63
4111992	19
8286023	86
6	41
141147640	60
138125493	35
87790	76
277254035	19
40698	19
2279576	85
95276	15
623	96
1574309	76
8	66
65105	90
693468911	8
940385691	50
6	39
583662083	45
8857618	85
976291637	64
585936483	71
871632168	33
54042	38
99476	11
98988	42
808	31
588	80
90340	48
10	19
884	72
9553716	5
593	7
660	8
56781	55
2	10
672	1
1090360	39
372692782	1
161	65
28947	60
539	14
16362	90
549324767	81
96698	20
6574215	50
790329072	5
95010	100
8387348	68
2014691	55
78506	63
6	35
15	39
6	49
6	76
49379	80
10	61
713	29
92396	68
76848	65
632420	81
8830	100
6	98
55907	94
5	67
8882850	54
33298	62
199	36
534	51
47409	38
312462697	86
8	51
8	37
42400	53
55878	30
59748	74
78370	62
486320125	17
19	37
84149	11
464614516	42
10	43
752613926	79
3937452	7
310902	1
794379054	5
24132	84
474506400	24
508383280	78
8430276	83
67090	93
64768	54
9921446	54
5	50
8	93
878217504	4
3	18
709061538	38
19323	53
612	5
444290385	98
75557	94
2795438	66
4859003	89
3	74
21661	6
179	23
3	88
1	89
10	49
216648009	97
407232546	55
511	54
99967	74
220058467	33
9	55
645	53
1	50
37642	71
297	14
9	53
1	60
32617	51
194	27
9979968	15
3495593	21
2	55
254	21
919	12
5338608	93
3859367	34
112879922	83
3413072	20
36746	4
4486521	97
6	26
89535	23
581	78
1	14
447879872	21
519167824	66
99073	20
644866403	9
549	70
3	49
9	17
4024284	41
777	15
76571	92
2	48
78956	13
374	75
3	89
94996	22
5510320	41
63410	86
2	53
1	89
1	93
53877	68
34813	63
8621656	78
10242	78
5	8
7	63
8470402	82
2	93
908724530	69
9	35
143045739	72
1624316	79
7416255	86
2	42
537537281	19
200563296	88
4	86
884690638	35
5575190	41
263	35
9995527	80
593	39
662	76
801	21
8	5
10	78
280895665	2
865582790	4
12713	89
8	47
9	54
1333063	9
9	3
805	13
249768462	2
966	83
276531691	50
184434512	19
8	86
8805	43
5486264	88
54560	24
6810608	94
3	90
8	76
7	62
628520648	95
120	62
42730	32
45838	2
6	78
61097	53
908146497	91
717	12
523	14
62604	20
309	75
72713764	56
93286	86
4556669	29
8	90
8	3
2681074	84
10	24
727	93
847914302	57
7	18
4	43
395075843	12
709	98
3190375	92
296695430	32
9	38
9	21
33604	93
832118291	28
10	31
96936622	32
23586	80
333	86
4355716	1
8930783	3
7452011	60
457	4
1352269	68
986	73
3968273	42
87636	68
4	88
969614882	23
194612375	57
73	10
2788	48
659	58
820102868	84
8	47
34254	74
81	24
3097942	33
6444619	1
5813156	32
75101	93
6	59
7638909	7
2807459	11
235261107	4
436	32
363261885	100
425334165	11
778	97
11847	38
462	50
513280457	93
646700035	85
31780	98
22168	51
312	50
12910696	26
6367477	55
10103951	74
33793	56
8	45
363255	43
9067903	15
6	9
2622256	29
124	78
86881	1
881	26
10	78
4	9
326011738	79
218199564	36
2393048	77
9120023	51
1318	5
6	45
9	90
5	30
2	87
79527	84
38443	17
563	66
1989656	21
43715	94
1093280	90
40581	32
530444602	53
2011887	16
215056710	66
464770848	8
91295	10
3	41
9	85
3065817	35
392	82
9465012	95
219	19
15092	24
8923008	22
10	57
18894	48
1000	15
94540	96
90663	92
3640584	72
6	92
822139809	3
4922235	84
973	96
50134	68
6446579	34
687	73
41205388	46
7809953	84
169	100
9	43
10	61
35467	15
3520640	6
6	74
369	97
71746	65
839	98
117	65
1	66
1835	11
529175960	25
8424881	26
521	41
228	73
263814011	74
10	56
374	36
4	82
509531	97
435390040	2
467	27
3	82
9	30
191	76
5309	9
806	65
5	58
238755894	2
544	75
789195904	96
42778	40
54842	34
247	73
80823449	17
6	74
413	32
785041877	9
10793	59
80465	2
9380868	95
3613621	26
12165	26
296	87
5	43
13211	29
2	87
367435	5
337605006	4
2	48
3256916	12
1936411	60
35034	18
897616215	62
6	29
6	4
151530013	55
151	65
115	56
2937887	23
7590463	89
357487266	18
549	31
45676	46
814049326	64
976660733	66
100979979	54
7851827	65
27764	59
40661642	59
140	26
7758019	36
10	24
423494210	38
292149125	12
2	12
76718	47
837089411	30
327	44
7612395	97
636205974	100
8931	80
897	94
351	26
45657	47
4998477	85
2	70
459257420	87
39251006	8
828	2
719397545	10
28191	50
28766	98
828	60
8510185	98
692	91
177123930	66
5955394	22
95048	100
509213292	57
704	87
9	36
98165	76
29504	71
86209	73
5382958	57
7800000	19
68414	25
326228969	29
280008034	51
444	86
9366026	100
3	10
997431735	89
840159129	17
14596	78
719	12
166	6
654	31
96937	89
368545551	71
560465830	44
664	9
719617919	29
9545533	43
63	31
15587	82
9376533	34
9	98
248	89
346	40
3298802	47
90454	58
8	44
517	20
6	20
7475524	6
4100304	85
611959	11
751489361	46
603	11
1	77
1820647	15
592766	32
1	31
462488350	80
4	34
8	52
408502581	24
9101034	79
964	79
44265	40
8412235	42
14	51
25089	28
6	38
649	35
6411029	63
312	34
3761881	28
4	12
171951457	88
643	62
480	49
96923	44
4385632	89
135	92
99476	81
3759464	98
55923	16
981	36
9409553	14
749	25
90708	31
15674	41
3	15
555729355	56
2470675	68
2	47
10	16
904376156	11
4	21
1	50
5	71
2962113	69
14175	94
132	44
28838	90
7042610	41
9823939	90
681356682	64
8	44
487	90
9	88
723138744	34
5	20
635873670	19
722708283	55
6	61
63463	28
841	39
171889309	62
128	94
7702474	59
8823589	43
324	69
749001473	54
9	75
6232255	90
851844528	22
5	51
82410	13
1	59
11312573	62
3	48
37734	39
658	70
8	36
10	10
6048111	33
250759512	30
86605	27
368	73
242545151	50
2	61
10	62
2442	74
5162128	29
413	87
21269	93
1	76
59148	58
80852990	82
280288447	15
9	17
8659156	43
20824	54
8	69
55	76
149	61
6341245	99
6	22
67792	51
9078398	79
5	12
611	19
9	72
4	37
24958	98
369	70
4268793	89
6	24
2184784	5
3843012	93
868	96
815296193	91
468043438	42
5378596	62
5138831	60
2469600	66
23722	12
97585	100
461452705	68
875	30
5	7
253	7
4	23
5	23
2	20
91029	81
10	9
2930445	44
589126304	58
7	50
5	12
1	14
738576739	36
123	80
4	81
243286548	20
37654	22
799	59
2849268	7
463555292	86
3	12
71101	33
87074282	50
5	63
46107	29
6115742	64
850739244	91
7	88
749648719	33
813506792	6
312012785	47
699	36
7125	52
127	30
143843420	27
69827	91
181914014	83
7480868	49
583	78
793	37
12773	74
10	62
651	100
359914008	63
506291063	47
116	67
930345207	49
3	9
4605757	21
946	79
8695035	43
559	92
78050	11
174	56
110	31
604475363	8
620081681	13
1861981	22
44831797	16
88624	74
7	5
9129091	22
361160116	34
7	74
768	81
488	28
4	75
416	73
9	72
811361578	70
4373	66
831	66
781565629	69
3	55
2367049	56
448269207	9
23	9
880331579	5
2	21
9459284	38
7490349	9
7186422	70
662	12
6	33
848461295	97
38830	27
7130	85
1344388	85
7	25
537224118	14
894	26
115	6
753	92
922848412	78
9	72
318988226	78
9682282	9
52803	93
6323581	38
40918	18
5910479	88
2	64
1	80
80563	18
82514	42
71657	1
958339985	52
17300	82
603	51
8050498	15
48111528	97
1	1
751223339	66
8640823	42
3	11
8749527	3
103136188	84
63963	46
87131	11
1	22
681035571	99
2	28
670748	14
4	68
317	14
8	87
46215	51
5	33
7	34
589222503	66
2	87
4448581	20
332	4
196074229	18
21377	50
188	46
408395585	76
3198769	26
161	35
548304595	64
3	37
628962169	41
833	92
2914578	57
301	51
861	98
916	30
5	70
853	9
3	28
82073	95
259	90
10319	49
4099452	20
10	19
331416951	63
22082	63
56515	59
543366996	12
5193	45
3629	29
9	22
407	96
2758835	89
1080	65
